TransactionId,ProductName,ProductPrice,CustomerName,SaleDateTime
TXN-20516,Laptop,1200.0,Kabir Mehra,2024-01-24 17:31:35
TXN-20525,Smartphone,850.0,Manish Malhotra,2024-01-24 19:33:47
TXN-20127,Keyboard,45.0,Kabir Mehra,2024-01-25 08:00:24
TXN-21170,Monitor,300.0,Meera Nair,2024-01-25 10:04:56
TXN-20243,Webcam,75.0,Aditya Rao,2024-01-26 19:59:59
TXN-20285,Smartphone,850.0,Manish Malhotra,2024-01-27 03:35:14
TXN-20131,Webcam,75.0,Vikram Malhotra,2024-01-27 13:19:17
TXN-20545,Headphones,150.0,Arjun Sharma,2024-01-28 01:21:51
TXN-20663,Monitor,300.0,Rohan Gupta,2024-01-28 05:38:59
TXN-20659,Keyboard,45.0,Sneha Kulkarni,2024-01-28 11:10:47
TXN-20940,Tablet,500.0,Rahul Joshi,2024-01-29 02:50:07
TXN-20260,Headphones,150.0,Arjun Sharma,2024-01-29 07:38:43
TXN-20761,Smartphone,850.0,Meera Nair,2024-01-30 16:43:52
TXN-20272,Mouse,25.0,Rohan Gupta,2024-01-30 23:23:24
TXN-20456,Headphones,150.0,Kabir Mehra,2024-01-31 00:01:36
TXN-20323,Laptop,1200.0,Karan Johar,2024-01-31 15:45:39
TXN-20751,Keyboard,45.0,Saira Khan,2024-01-31 17:46:18
TXN-20526,Headphones,150.0,Saira Khan,2024-02-01 02:09:41
TXN-20646,Webcam,75.0,Kabir Mehra,2024-02-01 07:41:53
TXN-20039,Keyboard,45.0,Rahul Joshi,2024-02-01 13:11:23
TXN-20970,Mouse,25.0,Vikram Malhotra,2024-02-04 01:42:19
TXN-20471,Monitor,300.0,Rohan Gupta,2024-02-04 13:59:30
TXN-20569,Monitor,300.0,Karan Johar,2024-02-04 15:50:59
TXN-20752,Smartphone,850.0,Arjun Sharma,2024-02-05 03:40:32
TXN-20300,Monitor,300.0,Aditya Rao,2024-02-05 08:54:51
TXN-20170,Keyboard,45.0,Karan Johar,2024-02-05 12:11:43
TXN-20534,Smartphone,850.0,Rohan Gupta,2024-02-05 13:53:56
TXN-20992,Smartphone,850.0,Arjun Sharma,2024-02-05 15:39:00
TXN-20527,Webcam,75.0,Vikram Malhotra,2024-02-05 17:56:32
TXN-21084,Smartphone,850.0,Karan Johar,2024-02-06 09:37:26
TXN-20134,Headphones,150.0,Arjun Sharma,2024-02-06 12:24:13
TXN-20779,Webcam,75.0,Priya Singh,2024-02-06 16:32:33
TXN-20387,Headphones,150.0,Rohan Gupta,2024-02-06 18:39:29
TXN-20676,Tablet,500.0,Priya Singh,2024-02-06 20:10:51
TXN-20697,Headphones,150.0,Kabir Mehra,2024-02-07 14:01:23
TXN-20349,Monitor,300.0,Meera Nair,2024-02-08 22:57:23
TXN-20736,Smartphone,850.0,Ananya Verma,2024-02-09 21:25:00
TXN-21130,Mouse,25.0,Karan Johar,2024-02-10 04:42:24
TXN-21098,Smartphone,850.0,Karan Johar,2024-02-10 15:53:03
TXN-20132,Mouse,25.0,Ishani Das,2024-02-10 16:17:52
TXN-20962,Keyboard,45.0,Rahul Joshi,2024-02-11 01:16:06
TXN-21190,Laptop,1200.0,Sara Ali Khan,2024-02-11 06:01:21
TXN-20979,Tablet,500.0,Rahul Joshi,2024-02-11 07:35:42
TXN-20949,Smartphone,850.0,Rahul Joshi,2024-02-11 17:49:43
TXN-21037,Smartphone,850.0,Sara Ali Khan,2024-02-11 19:59:04
TXN-20837,Smartphone,850.0,Aditya Rao,2024-02-11 22:43:13
TXN-20928,Webcam,75.0,Kabir Mehra,2024-02-11 23:33:03
TXN-20129,Headphones,150.0,Manish Malhotra,2024-02-12 08:50:25
TXN-21154,Headphones,150.0,Kabir Mehra,2024-02-12 23:08:45
TXN-21016,Headphones,150.0,Aditya Rao,2024-02-13 14:30:57
TXN-21044,Keyboard,45.0,Priya Singh,2024-02-13 17:09:15
TXN-21029,Tablet,500.0,Arjun Sharma,2024-02-14 12:57:00
TXN-20820,Keyboard,45.0,Aditya Rao,2024-02-15 10:11:43
TXN-20259,Smartphone,850.0,Ananya Verma,2024-02-15 13:35:57
TXN-20094,Webcam,75.0,Sara Ali Khan,2024-02-16 02:10:57
TXN-20468,Tablet,500.0,Ananya Verma,2024-02-16 08:02:10
TXN-20228,Laptop,1200.0,Karan Johar,2024-02-17 08:28:23
TXN-21039,Laptop,1200.0,Saira Khan,2024-02-17 14:18:33
TXN-20267,Webcam,75.0,Kabir Mehra,2024-02-17 17:46:47
TXN-20328,Mouse,25.0,Rahul Joshi,2024-02-17 22:54:08
TXN-20245,Tablet,500.0,Kabir Mehra,2024-02-18 14:32:27
TXN-20859,Mouse,25.0,Vikram Malhotra,2024-02-18 17:59:43
TXN-20082,Monitor,300.0,Sara Ali Khan,2024-02-18 19:02:10
TXN-20241,Mouse,25.0,Priya Singh,2024-02-19 02:20:05
TXN-20514,Headphones,150.0,Rohan Gupta,2024-02-19 23:12:25
TXN-20891,Smartphone,850.0,Sara Ali Khan,2024-02-20 11:16:05
TXN-20202,Monitor,300.0,Arjun Sharma,2024-02-20 19:45:05
TXN-20106,Webcam,75.0,Rahul Joshi,2024-02-21 03:23:16
TXN-20237,Headphones,150.0,Saira Khan,2024-02-21 09:46:44
TXN-20531,Mouse,25.0,Saira Khan,2024-02-21 09:52:20
TXN-20775,Mouse,25.0,Ananya Verma,2024-02-21 19:19:31
TXN-20028,Monitor,300.0,Manish Malhotra,2024-02-22 04:15:50
TXN-20905,Tablet,500.0,Priya Singh,2024-02-22 07:13:50
TXN-20804,Keyboard,45.0,Arjun Sharma,2024-02-23 07:00:59
TXN-20675,Tablet,500.0,Vikram Malhotra,2024-02-23 11:11:02
TXN-20885,Monitor,300.0,Priya Singh,2024-02-24 05:03:10
TXN-20093,Mouse,25.0,Rohan Gupta,2024-02-24 14:24:00
TXN-20212,Headphones,150.0,Manish Malhotra,2024-02-25 23:34:09
TXN-20046,Keyboard,45.0,Sneha Kulkarni,2024-02-26 17:41:19
TXN-20076,Monitor,300.0,Meera Nair,2024-02-27 03:08:17
TXN-20118,Laptop,1200.0,Aditya Rao,2024-02-27 03:40:26
TXN-20495,Monitor,300.0,Sara Ali Khan,2024-02-27 18:02:38
TXN-20382,Smartphone,850.0,Manish Malhotra,2024-02-28 01:05:16
TXN-20009,Monitor,300.0,Arjun Sharma,2024-02-28 01:22:13
TXN-20626,Monitor,300.0,Rohan Gupta,2024-02-28 09:35:13
TXN-21193,Monitor,300.0,Sneha Kulkarni,2024-02-28 11:46:28
TXN-20003,Smartphone,850.0,Kabir Mehra,2024-02-28 17:00:50
TXN-20070,Webcam,75.0,Priya Singh,2024-02-29 03:51:06
TXN-20776,Mouse,25.0,Meera Nair,2024-02-29 13:52:10
TXN-20334,Headphones,150.0,Aditya Rao,2024-02-29 16:04:30
TXN-20566,Monitor,300.0,Aditya Rao,2024-02-29 18:31:35
TXN-20604,Tablet,500.0,Arjun Sharma,2024-03-03 01:18:43
TXN-20853,Monitor,300.0,Aditya Rao,2024-03-03 05:26:56
TXN-20511,Tablet,500.0,Vikram Malhotra,2024-03-03 05:42:09
TXN-20720,Mouse,25.0,Manish Malhotra,2024-03-05 01:56:01
TXN-21033,Laptop,1200.0,Aditya Rao,2024-03-05 07:00:17
TXN-20510,Headphones,150.0,Ishani Das,2024-03-05 07:43:14
TXN-21116,Monitor,300.0,Priya Singh,2024-03-06 02:32:37
TXN-21178,Smartphone,850.0,Rohan Gupta,2024-03-06 07:44:11
TXN-20821,Smartphone,850.0,Priya Singh,2024-03-06 20:20:02
TXN-20066,Headphones,150.0,Sara Ali Khan,2024-03-07 06:27:02
TXN-20141,Webcam,75.0,Sneha Kulkarni,2024-03-07 11:09:15
TXN-20578,Keyboard,45.0,Rahul Joshi,2024-03-07 16:05:37
TXN-20304,Keyboard,45.0,Rohan Gupta,2024-03-09 05:45:01
TXN-20714,Mouse,25.0,Sneha Kulkarni,2024-03-09 15:12:03
TXN-21120,Keyboard,45.0,Ananya Verma,2024-03-09 18:25:26
TXN-20500,Headphones,150.0,Rahul Joshi,2024-03-10 06:40:00
TXN-21194,Webcam,75.0,Rahul Joshi,2024-03-10 11:54:41
TXN-20416,Mouse,25.0,Meera Nair,2024-03-11 03:49:02
TXN-21176,Webcam,75.0,Meera Nair,2024-03-11 10:19:29
TXN-20703,Smartphone,850.0,Rahul Joshi,2024-03-11 11:14:22
TXN-20838,Tablet,500.0,Priya Singh,2024-03-12 04:04:12
TXN-20196,Monitor,300.0,Sara Ali Khan,2024-03-12 07:01:28
TXN-20137,Headphones,150.0,Rohan Gupta,2024-03-13 02:20:52
TXN-20092,Tablet,500.0,Meera Nair,2024-03-13 05:22:50
TXN-20283,Tablet,500.0,Saira Khan,2024-03-13 05:32:55
TXN-20805,Mouse,25.0,Karan Johar,2024-03-13 18:41:47
TXN-21118,Smartphone,850.0,Saira Khan,2024-03-13 22:16:46
TXN-20704,Monitor,300.0,Ananya Verma,2024-03-13 23:53:26
TXN-20832,Keyboard,45.0,Rohan Gupta,2024-03-14 21:54:53
TXN-21041,Tablet,500.0,Meera Nair,2024-03-15 01:33:20
TXN-20597,Tablet,500.0,Kabir Mehra,2024-03-15 08:43:41
TXN-20819,Smartphone,850.0,Sneha Kulkarni,2024-03-15 08:45:08
TXN-20711,Headphones,150.0,Arjun Sharma,2024-03-15 12:01:41
TXN-20015,Laptop,1200.0,Vikram Malhotra,2024-03-15 16:53:40
TXN-20700,Tablet,500.0,Manish Malhotra,2024-03-16 04:04:15
TXN-20875,Mouse,25.0,Saira Khan,2024-03-16 13:06:19
TXN-20988,Smartphone,850.0,Vikram Malhotra,2024-03-17 15:32:38
TXN-20278,Keyboard,45.0,Aditya Rao,2024-03-17 15:34:38
TXN-20686,Webcam,75.0,Ishani Das,2024-03-18 07:23:11
TXN-20075,Laptop,1200.0,Manish Malhotra,2024-03-18 14:14:39
TXN-20653,Tablet,500.0,Aditya Rao,2024-03-18 19:12:49
TXN-20632,Laptop,1200.0,Sara Ali Khan,2024-03-19 08:28:36
TXN-20947,Headphones,150.0,Arjun Sharma,2024-03-19 13:34:26
TXN-20673,Webcam,75.0,Ananya Verma,2024-03-19 17:20:30
TXN-20038,Mouse,25.0,Sara Ali Khan,2024-03-19 21:14:07
TXN-20766,Tablet,500.0,Karan Johar,2024-03-20 10:48:55
TXN-20091,Monitor,300.0,Arjun Sharma,2024-03-21 00:57:01
TXN-20563,Smartphone,850.0,Vikram Malhotra,2024-03-21 09:28:13
TXN-20353,Webcam,75.0,Ananya Verma,2024-03-21 14:36:28
TXN-21175,Laptop,1200.0,Ananya Verma,2024-03-21 22:04:06
TXN-20706,Monitor,300.0,Ananya Verma,2024-03-22 15:16:37
TXN-20772,Mouse,25.0,Sneha Kulkarni,2024-03-23 01:29:40
TXN-21198,Webcam,75.0,Sara Ali Khan,2024-03-23 23:35:03
TXN-20351,Keyboard,45.0,Priya Singh,2024-03-24 02:26:34
TXN-20794,Headphones,150.0,Rahul Joshi,2024-03-24 12:46:34
TXN-20361,Monitor,300.0,Saira Khan,2024-03-24 17:37:02
TXN-20843,Monitor,300.0,Vikram Malhotra,2024-03-25 07:53:55
TXN-20927,Laptop,1200.0,Meera Nair,2024-03-26 12:53:25
TXN-21079,Laptop,1200.0,Karan Johar,2024-03-27 03:05:42
TXN-20987,Monitor,300.0,Saira Khan,2024-03-27 09:25:05
TXN-21182,Webcam,75.0,Ananya Verma,2024-03-28 00:56:53
TXN-20022,Mouse,25.0,Kabir Mehra,2024-03-28 09:40:43
TXN-21022,Laptop,1200.0,Saira Khan,2024-03-28 23:00:47
TXN-20802,Webcam,75.0,Aditya Rao,2024-03-29 01:17:44
TXN-20865,Webcam,75.0,Sneha Kulkarni,2024-03-29 04:22:36
TXN-20393,Webcam,75.0,Saira Khan,2024-03-29 15:56:06
TXN-20305,Headphones,150.0,Rohan Gupta,2024-03-29 21:19:52
TXN-21063,Tablet,500.0,Arjun Sharma,2024-03-30 06:42:25
TXN-20144,Tablet,500.0,Aditya Rao,2024-03-30 10:16:40
TXN-20881,Webcam,75.0,Sara Ali Khan,2024-03-31 03:25:23
TXN-20032,Headphones,150.0,Ishani Das,2024-03-31 08:29:35
TXN-20079,Tablet,500.0,Kabir Mehra,2024-03-31 22:42:29
TXN-20506,Mouse,25.0,Sneha Kulkarni,2024-04-01 03:31:00
TXN-20365,Monitor,300.0,Kabir Mehra,2024-04-01 11:57:18
TXN-20989,Laptop,1200.0,Aditya Rao,2024-04-01 15:10:03
TXN-20208,Smartphone,850.0,Saira Khan,2024-04-01 22:30:37
TXN-20035,Webcam,75.0,Ananya Verma,2024-04-02 15:54:44
TXN-20223,Webcam,75.0,Ishani Das,2024-04-02 19:20:41
TXN-20200,Laptop,1200.0,Rohan Gupta,2024-04-03 12:39:41
TXN-20826,Laptop,1200.0,Rahul Joshi,2024-04-03 13:54:36
TXN-20623,Headphones,150.0,Manish Malhotra,2024-04-04 05:49:10
TXN-20362,Keyboard,45.0,Sara Ali Khan,2024-04-04 22:15:46
TXN-20678,Tablet,500.0,Karan Johar,2024-04-04 22:20:02
TXN-20558,Monitor,300.0,Karan Johar,2024-04-05 09:20:54
TXN-20058,Smartphone,850.0,Arjun Sharma,2024-04-05 10:40:29
TXN-20771,Mouse,25.0,Manish Malhotra,2024-04-06 06:11:02
TXN-20614,Webcam,75.0,Karan Johar,2024-04-06 11:08:48
TXN-21023,Keyboard,45.0,Vikram Malhotra,2024-04-06 18:47:25
TXN-20187,Tablet,500.0,Sara Ali Khan,2024-04-06 20:07:17
TXN-20889,Laptop,1200.0,Rahul Joshi,2024-04-07 01:18:36
TXN-21123,Keyboard,45.0,Karan Johar,2024-04-07 20:01:22
TXN-21006,Smartphone,850.0,Saira Khan,2024-04-07 20:29:17
TXN-20647,Mouse,25.0,Priya Singh,2024-04-08 02:28:41
TXN-20862,Webcam,75.0,Rohan Gupta,2024-04-08 05:53:52
TXN-20757,Monitor,300.0,Sneha Kulkarni,2024-04-08 07:25:04
TXN-20565,Keyboard,45.0,Priya Singh,2024-04-08 17:04:43
TXN-21106,Mouse,25.0,Priya Singh,2024-04-09 05:54:40
TXN-20669,Smartphone,850.0,Arjun Sharma,2024-04-10 15:18:14
TXN-20948,Keyboard,45.0,Ishani Das,2024-04-10 22:26:57
TXN-20399,Laptop,1200.0,Vikram Malhotra,2024-04-11 02:15:33
TXN-20048,Webcam,75.0,Rohan Gupta,2024-04-11 18:00:46
TXN-20642,Tablet,500.0,Sneha Kulkarni,2024-04-12 00:33:59
TXN-20968,Keyboard,45.0,Sneha Kulkarni,2024-04-12 01:32:14
TXN-21158,Headphones,150.0,Priya Singh,2024-04-13 04:35:11
TXN-21060,Mouse,25.0,Rahul Joshi,2024-04-13 12:43:02
TXN-20755,Keyboard,45.0,Kabir Mehra,2024-04-13 16:59:16
TXN-20332,Monitor,300.0,Meera Nair,2024-04-13 20:06:14
TXN-20104,Smartphone,850.0,Ananya Verma,2024-04-14 05:27:50
TXN-20613,Laptop,1200.0,Arjun Sharma,2024-04-14 05:50:35
TXN-21082,Keyboard,45.0,Manish Malhotra,2024-04-14 11:53:15
TXN-20809,Monitor,300.0,Aditya Rao,2024-04-15 02:24:34
TXN-20090,Headphones,150.0,Manish Malhotra,2024-04-15 07:26:05
TXN-20959,Headphones,150.0,Meera Nair,2024-04-16 01:04:54
TXN-20650,Mouse,25.0,Priya Singh,2024-04-16 15:48:01
TXN-20327,Monitor,300.0,Aditya Rao,2024-04-16 17:01:05
TXN-20651,Laptop,1200.0,Manish Malhotra,2024-04-17 01:26:33
TXN-20157,Tablet,500.0,Aditya Rao,2024-04-18 08:22:45
TXN-21058,Laptop,1200.0,Meera Nair,2024-04-18 21:37:48
TXN-20173,Smartphone,850.0,Arjun Sharma,2024-04-19 01:23:57
TXN-20896,Webcam,75.0,Sneha Kulkarni,2024-04-19 21:50:24
TXN-20439,Webcam,75.0,Priya Singh,2024-04-19 22:54:54
TXN-20386,Tablet,500.0,Karan Johar,2024-04-20 12:15:54
TXN-21131,Mouse,25.0,Karan Johar,2024-04-21 10:54:02
TXN-20702,Monitor,300.0,Karan Johar,2024-04-22 00:53:39
TXN-20977,Mouse,25.0,Sneha Kulkarni,2024-04-22 18:32:00
TXN-20872,Laptop,1200.0,Manish Malhotra,2024-04-22 23:06:01
TXN-21026,Laptop,1200.0,Karan Johar,2024-04-23 08:32:47
TXN-20040,Smartphone,850.0,Kabir Mehra,2024-04-23 09:08:58
TXN-20796,Headphones,150.0,Saira Khan,2024-04-23 10:11:03
TXN-20789,Monitor,300.0,Karan Johar,2024-04-23 12:39:57
TXN-20956,Headphones,150.0,Arjun Sharma,2024-04-23 16:01:09
TXN-20497,Mouse,25.0,Meera Nair,2024-04-23 17:24:02
TXN-20658,Headphones,150.0,Ananya Verma,2024-04-24 02:22:28
TXN-20571,Keyboard,45.0,Manish Malhotra,2024-04-24 19:58:24
TXN-20639,Smartphone,850.0,Kabir Mehra,2024-04-25 12:29:47
TXN-20112,Laptop,1200.0,Sara Ali Khan,2024-04-25 13:40:15
TXN-20882,Headphones,150.0,Vikram Malhotra,2024-04-25 22:16:14
TXN-20443,Webcam,75.0,Ishani Das,2024-04-26 09:30:06
TXN-21094,Keyboard,45.0,Sneha Kulkarni,2024-04-26 20:35:23
TXN-20178,Headphones,150.0,Ishani Das,2024-04-27 07:03:02
TXN-21007,Smartphone,850.0,Arjun Sharma,2024-04-27 21:14:52
TXN-21112,Webcam,75.0,Rohan Gupta,2024-04-28 08:00:58
TXN-21187,Headphones,150.0,Saira Khan,2024-04-30 10:10:39
TXN-20059,Keyboard,45.0,Manish Malhotra,2024-05-01 11:36:30
TXN-20557,Smartphone,850.0,Rohan Gupta,2024-05-01 15:32:04
TXN-20576,Headphones,150.0,Manish Malhotra,2024-05-01 17:20:23
TXN-20311,Monitor,300.0,Ananya Verma,2024-05-01 19:14:24
TXN-20521,Headphones,150.0,Rahul Joshi,2024-05-02 01:15:35
TXN-20239,Headphones,150.0,Priya Singh,2024-05-02 19:15:41
TXN-20503,Tablet,500.0,Saira Khan,2024-05-04 11:20:05
TXN-20460,Laptop,1200.0,Priya Singh,2024-05-05 04:52:43
TXN-20034,Laptop,1200.0,Sara Ali Khan,2024-05-05 07:44:13
TXN-20790,Laptop,1200.0,Meera Nair,2024-05-05 10:32:16
TXN-20287,Mouse,25.0,Ananya Verma,2024-05-05 20:25:08
TXN-20398,Laptop,1200.0,Sara Ali Khan,2024-05-06 02:12:21
TXN-21048,Headphones,150.0,Sara Ali Khan,2024-05-06 10:35:14
TXN-20724,Laptop,1200.0,Vikram Malhotra,2024-05-06 13:25:45
TXN-21047,Keyboard,45.0,Rahul Joshi,2024-05-07 00:57:01
TXN-21075,Tablet,500.0,Aditya Rao,2024-05-07 08:21:27
TXN-20486,Laptop,1200.0,Arjun Sharma,2024-05-09 01:00:44
TXN-20654,Laptop,1200.0,Kabir Mehra,2024-05-09 14:51:40
TXN-20665,Tablet,500.0,Meera Nair,2024-05-10 15:52:32
TXN-20961,Webcam,75.0,Kabir Mehra,2024-05-12 04:14:37
TXN-20864,Mouse,25.0,Sneha Kulkarni,2024-05-12 11:16:28
TXN-20753,Keyboard,45.0,Rohan Gupta,2024-05-12 11:36:37
TXN-20780,Monitor,300.0,Kabir Mehra,2024-05-12 18:02:12
TXN-20572,Mouse,25.0,Vikram Malhotra,2024-05-13 07:28:55
TXN-20800,Laptop,1200.0,Rahul Joshi,2024-05-13 11:34:55
TXN-21027,Monitor,300.0,Sara Ali Khan,2024-05-14 02:48:09
TXN-20876,Smartphone,850.0,Karan Johar,2024-05-14 02:48:57
TXN-20543,Keyboard,45.0,Aditya Rao,2024-05-14 03:34:06
TXN-20338,Smartphone,850.0,Meera Nair,2024-05-14 06:06:30
TXN-20018,Laptop,1200.0,Saira Khan,2024-05-14 15:09:57
TXN-20483,Smartphone,850.0,Karan Johar,2024-05-15 09:30:49
TXN-20588,Smartphone,850.0,Saira Khan,2024-05-16 15:38:16
TXN-20890,Monitor,300.0,Ishani Das,2024-05-17 12:41:17
TXN-20242,Keyboard,45.0,Aditya Rao,2024-05-18 12:04:39
TXN-20582,Headphones,150.0,Kabir Mehra,2024-05-18 14:47:36
TXN-20708,Laptop,1200.0,Saira Khan,2024-05-19 07:02:32
TXN-20619,Headphones,150.0,Vikram Malhotra,2024-05-19 12:32:26
TXN-20983,Tablet,500.0,Ananya Verma,2024-05-19 15:23:08
TXN-20785,Keyboard,45.0,Meera Nair,2024-05-20 19:33:51
TXN-20378,Webcam,75.0,Sneha Kulkarni,2024-05-21 02:43:38
TXN-20114,Keyboard,45.0,Aditya Rao,2024-05-21 12:07:28
TXN-20542,Laptop,1200.0,Rahul Joshi,2024-05-22 07:26:36
TXN-21000,Laptop,1200.0,Vikram Malhotra,2024-05-22 15:24:37
TXN-20380,Monitor,300.0,Meera Nair,2024-05-22 17:34:43
TXN-21138,Tablet,500.0,Vikram Malhotra,2024-05-23 19:51:09
TXN-20513,Monitor,300.0,Ishani Das,2024-05-23 22:05:04
TXN-20014,Mouse,25.0,Karan Johar,2024-05-24 13:25:27
TXN-20712,Smartphone,850.0,Priya Singh,2024-05-24 18:10:56
TXN-20081,Mouse,25.0,Priya Singh,2024-05-25 21:06:02
TXN-20894,Tablet,500.0,Priya Singh,2024-05-26 10:10:27
TXN-21179,Monitor,300.0,Rahul Joshi,2024-05-26 16:57:07
TXN-20297,Laptop,1200.0,Ishani Das,2024-05-27 03:13:27
TXN-20568,Mouse,25.0,Rahul Joshi,2024-05-27 07:27:27
TXN-20244,Mouse,25.0,Rohan Gupta,2024-05-27 08:48:00
TXN-20668,Keyboard,45.0,Saira Khan,2024-05-27 11:03:49
TXN-20581,Webcam,75.0,Rahul Joshi,2024-05-28 02:00:14
TXN-20197,Keyboard,45.0,Sneha Kulkarni,2024-05-28 06:17:10
TXN-20274,Tablet,500.0,Kabir Mehra,2024-05-28 06:35:48
TXN-20288,Headphones,150.0,Meera Nair,2024-05-28 16:59:51
TXN-20431,Headphones,150.0,Ishani Das,2024-05-29 00:16:36
TXN-20768,Keyboard,45.0,Rahul Joshi,2024-05-29 06:19:36
TXN-20116,Keyboard,45.0,Saira Khan,2024-05-29 13:49:16
TXN-20080,Monitor,300.0,Rahul Joshi,2024-05-30 08:20:39
TXN-20670,Monitor,300.0,Rohan Gupta,2024-05-31 21:03:50
TXN-21045,Smartphone,850.0,Ananya Verma,2024-06-01 04:29:44
TXN-21096,Laptop,1200.0,Sara Ali Khan,2024-06-01 07:22:07
TXN-21021,Headphones,150.0,Priya Singh,2024-06-01 09:11:37
TXN-20599,Mouse,25.0,Karan Johar,2024-06-01 22:31:04
TXN-20247,Mouse,25.0,Ishani Das,2024-06-02 05:43:07
TXN-20577,Monitor,300.0,Ishani Das,2024-06-02 11:27:16
TXN-20266,Smartphone,850.0,Saira Khan,2024-06-03 06:36:23
TXN-20716,Keyboard,45.0,Sneha Kulkarni,2024-06-03 08:20:16
TXN-20574,Tablet,500.0,Saira Khan,2024-06-03 19:12:18
TXN-20466,Mouse,25.0,Priya Singh,2024-06-04 12:24:44
TXN-20121,Monitor,300.0,Ananya Verma,2024-06-04 15:32:18
TXN-21018,Webcam,75.0,Ananya Verma,2024-06-04 23:56:30
TXN-21040,Keyboard,45.0,Vikram Malhotra,2024-06-05 07:43:49
TXN-20211,Laptop,1200.0,Sneha Kulkarni,2024-06-06 00:30:37
TXN-20993,Keyboard,45.0,Ishani Das,2024-06-06 07:57:37
TXN-20897,Monitor,300.0,Vikram Malhotra,2024-06-07 00:19:28
TXN-21121,Mouse,25.0,Priya Singh,2024-06-07 03:36:40
TXN-21049,Keyboard,45.0,Karan Johar,2024-06-07 19:29:02
TXN-20733,Mouse,25.0,Priya Singh,2024-06-08 03:10:28
TXN-20589,Headphones,150.0,Rohan Gupta,2024-06-08 08:25:15
TXN-20155,Mouse,25.0,Manish Malhotra,2024-06-08 16:20:17
TXN-20153,Mouse,25.0,Arjun Sharma,2024-06-09 01:12:09
TXN-20476,Laptop,1200.0,Vikram Malhotra,2024-06-10 09:44:36
TXN-20836,Mouse,25.0,Priya Singh,2024-06-10 12:27:03
